user	spName	traffic	times
9f12db77	accuweather		498893	75
9f12db77	admob		30977	2
9f12db77	apple		793410	305
9f12db77	baidu		63160	10
9f12db77	baidu-2img		3732	1
9f12db77	baidu-img		12086	4
9f12db77	doubleclick		4207	2
9f12db77	google		1063054	71
9f12db77	qpic		16741	4
9f12db77	qq		2618	3
9f12db77	sina		1746135	184
9f12db77	sinaimg		1053972	79
9f12db77	uc		272586	5
9f12db77	ucweb		174887	4
9f12db77	verisign		4934	1
9f4da708	domob		0	16
9f4da708	flurry		0	1
9f4da708	gtimg		27272	8
9f4da708	idreamsky		0	2
9f4da708	itc		78376	10
9f4da708	leadboltapps		1165	1
9f4da708	qpic		13207	1
9f4da708	qq		65338	28
9f4da708	sohu		7690	2
9f4da708	sonyericsson		1184	1
9f4da708	soso		1337	1
9f6e627d	appdao		127586	24
9f6e627d	apple		3399	1
9f6e627d	appwill		164998	10
9f6e627d	edgesuite		62975	1
9f6e627d	google-analytics		54173	5
9f6e627d	itunes		2265	1
9f6e627d	qq		2766	2
9f6e627d	upaiyun		97390	8
9fac5a6c	mafengwo		121157	5
9fac5a6c	monternet		2520	2
9fac5a6c	qpic		7669	1
9fac5a6c	sina		398225	68
9fac5a6c	sinaimg		113045	16
9fac5a6c	umeng		1782	1
a02c2858	360		3024	2
a02c2858	3g		22199	28
a02c2858	91		5847	4
a02c2858	appchina		7146	3
a02c2858	etouch		1591	2
a02c2858	google		272368	2
a02c2858	hidroid		1143	1
a02c2858	idreamsky		4605	2
a02c2858	mapbar		2460	1
a02c2858	mojichina		7429	5
a02c2858	monternet		1150	1
a02c2858	puata		44749	3
a02c2858	qpic		277610	10
a02c2858	qq		43521	1
a02c2858	sina		124325	11
a02c2858	sinaimg		125427	2
a02c2858	taobao		7056	4
a02c2858	ttpod		132017	16
a02c2858	umeng		53257	38
a02c2858	youhui		2608	1
a0606f31	apple		26722	4
a082db97	emoney		1803	1
a082db97	gpsonextra		44771	1
a082db97	hiapk		25832	16
a082db97	monternet		2316	2
a082db97	zdworks		10001	7
a0a52bff	10086		76808	7
a0a52bff	baidu		45377	6
a0a52bff	gtimg		37599	13
a0a52bff	qq		3159702	236
a0a52bff	soso		1055503	111
a181b46e	apple		19527	4
a181b46e	google-analytics		149973	81
a181b46e	qlogo		8958	2
a181b46e	qq		186536	6
a181b46e	umeng		4097	3
a181b46e	voicecloud		1686	2
a181b46e	zuoche		4107	1
a1d2c7ec	qlogo		13279	1
a1d2c7ec	qq		2764	2
a1e0fd90	apple		13095	2
a1e0fd90	monternet		0	1
a25bfab2	apple		37660	6
a25bfab2	baidu		1295	1
a25bfab2	nbongostudio		1032	1
a25bfab2	qlogo		3241	1
a25bfab2	tenddata		2598	1
a2a5857f	apple		11175	2
a2a5857f	flurry		26186	2
a2a5857f	google		22401	3
a2a5857f	localytics		3448	2
a2a5857f	meitu		1013	1
a2a5857f	meitudata		72644	7
a2a5857f	qlogo		47765	6
a2a5857f	qpic		108141	11
a2a5857f	qq		44353	21
a2a5857f	sina		1199280	56
a2a5857f	sinaimg		204424	31
a2a5857f	umeng		4729	3
a2a5857f	webscache		819504	11
a2c33308	apple		3388	1
a2c33308	doubleclick		2021	1
a2c33308	meilishuo		1512407	40
a2c33308	meiliworks		802974	45
a2c33308	qlogo		50705	7
a2c33308	qq		69445	21
a2fe4838	apple		13087	2
a2fe4838	flurry		2928	1
a2fe4838	sina		9919	2
a2fe4838	sinaimg		9469	2
a3030ca4	163		3425	1
a3030ca4	95559		26734	6
a3030ca4	babidou		349397	16
a3030ca4	ifeng		5829	3
a3030ca4	imocha		4919	3
a3030ca4	monternet		1266	1
a3030ca4	qpic		55267	5
a3030ca4	qq		57562	10
a3030ca4	sina		204974	28
a3030ca4	sinaimg		24423	1
a3030ca4	taobao		103296	16
a36ddd96	edgesuite		14253	1
a36ddd96	itunes		1426	1
a36ddd96	pinguo		1091	1
a36ddd96	qpic		125750	9
a36ddd96	umeng		3185	2
a4359ebf	91		92167	16
a4359ebf	91huo		144530	12
a4359ebf	91rb		8519	1
a4359ebf	baidu		1149426	218
a4359ebf	baidu-2img		699958	172
a4359ebf	baidu-img		88206	14
a4359ebf	monternet		1492	1
a4359ebf	uc		2963	1
a4359ebf	ucweb		27018	6
a4359ebf	yahooapis		153120	87
a466be24	91		17608	7
a466be24	domob		100078	66
a466be24	dy		204846	6
a466be24	flurry		2952	2
a466be24	mobilesoftd		2858	2
a466be24	pxlipaapk		190119	7
a466be24	weather		13040	6
a467ffaf	apple		53286	1
a467ffaf	baidu		3769883	585
a467ffaf	baidu-2img		3569	1
a467ffaf	baidu-3img		42631	6
a467ffaf	qlogo		10583	3
a467ffaf	qpic		154511	15
a467ffaf	qq		267356	28
a486c3dc	gtimg		1656	2
a486c3dc	monternet		2342	2
a486c3dc	qpic		13939	2
a486c3dc	qq		663154	145
a486c3dc	uc		2244	2
a486c3dc	ucweb		100666	9
a486c3dc	youdao		13056	7
a4acdcf6	360		3637	3
a4acdcf6	apple		109663	14
a4acdcf6	meitudata		3085	3
a4acdcf6	monternet		1260	1
a4acdcf6	qq		57054	13
a4acdcf6	sina		104913	15
a4acdcf6	sinaimg		74475	14
a4acdcf6	umeng		3121	2
a4b277c3	baidu		584697	52
a4b277c3	iask		9927	3
a4b277c3	qq		36818	14
a4b277c3	rrimg		29743	2
a4b277c3	sina		70488	11
a4b277c3	sinaimg		161492	21
a4b277c3	uc		6017	2
a4b277c3	ucfly		9348	4
a4b277c3	ucweb		315955	43
a4b277c3	weibo		5786	1
a4b277c3	weiphone		20012	1
a4b277c3	yahooapis		4071	1
a4b277c3	zasv		226373	18
a6100c13	flurry		3581	2
a6100c13	monternet		1318	1
a6100c13	sina		232619	21
a6100c13	sinaimg		17580	1
a6100c13	tudou		3268	2
a6100c13	wacai		6070	2
a62e33f9	51		1487	1
a62e33f9	apple		229629	78
a62e33f9	babylon		1559	1
a62e33f9	baidu		14649	1
a62e33f9	changba		69578	6
a62e33f9	dlmdj		319025	3
a62e33f9	freetranslation		1563	1
a62e33f9	g		2071	1
a62e33f9	google		1895	1
a62e33f9	microsofttranslator		34459	9
a62e33f9	qlogo		11380	2
a62e33f9	qpic		77536	3
a62e33f9	qq		99077	16
a62e33f9	sijimishu		4036	2
a62e33f9	sina		2707	1
a62e33f9	sinaimg		52009	6
a62e33f9	umeng		6171	4
a62e33f9	yahooapis		13102	2
a62e33f9	zaixian-fanyi		43787	5
a62e33f9	zaixianfanyi		2969	2
a63d9a23	apple		106811	11
a63d9a23	edgesuite		9583	1
a63d9a23	itunes		1345	1
a684a716	monternet		2646	2
a883a779	monternet		1254	1
a8bfba81	126		29906	8
a8bfba81	163		84097	11
a8bfba81	2hua		63875	10
a8bfba81	360		2869	2
a8bfba81	acs86		2483	2
a8bfba81	admob		43609	2
a8bfba81	adsage		43252	9
a8bfba81	adsmogo		57536	30
a8bfba81	adwo		10034	6
a8bfba81	anscamobile		10406	4
a8bfba81	apple		9810	6
a8bfba81	chaos-game		7721	3
a8bfba81	cnzz		11319	3
a8bfba81	dailyphoneapp		36108	11
a8bfba81	domob		31860	5
a8bfba81	doubleclick		48182	7
a8bfba81	flurry		41913	14
a8bfba81	google		134772	9
a8bfba81	googleadservices		81516	4
a8bfba81	googleadsserving		10824	5
a8bfba81	googlesyndication		36857	5
a8bfba81	googletagservices		24462	2
a8bfba81	gtimg		18386	1
a8bfba81	pubsage		327688	10
a8bfba81	qlogo		743166	71
a8bfba81	qpic		269317	10
a8bfba81	qq		4663212	48
a8bfba81	teamlava		859545	59
a8bfba81	wiyun		24126	2
a8bfba81	wrating		5494	3
a8ca8c13	apple		53405	1
a8d8669f	yahooapis		21676	10
a98ef593	ruixinonline		2524	1
a9a4b305	apple		98994	2
aa107284	2fishes		468476	48
aa107284	360		1240	1
aa107284	apple		23574	4
aa107284	baofan		5750	4
aa107284	edgesuite		62924	1
aa107284	fbcdn		16600	2
aa107284	google		10628	2
aa107284	happyelements		504728	16
aa107284	itunes		1337	1
aa107284	lmmob		8929	3
aa107284	mogujie		797842	16
aa107284	monternet		3778	3
aa107284	qlogo		779808	20
aa107284	qpic		93650	5
aa107284	qq		490010	63
aa107284	sina		4350605	304
aa107284	sinaimg		1342445	208
aa107284	taobao		2220133	117
aa107284	taobaocdn		251146	23
aa107284	umeng		10860	7
aa107284	verisign		2562	1
aa107284	youmi		69070	37
aa2378fb	apple		53566	1
aa2378fb	edgesuite		36775	1
aa2378fb	itunes		1300	1
aa2378fb	monternet		1316	1
aa2378fb	sina		300218	29
aa2378fb	sinaimg		529485	82
aa5a648e	91		4005	2
aa5a648e	flurry		2828	2
aa5a648e	hiapk		159108	24
aa5a648e	qlogo		145031	12
aa5a648e	qq		225728	37
aa5a648e	uc		36932	5
aa5a648e	ucweb		115723	5
ab176a00	126		2223	1
ab176a00	163		997024	38
ab176a00	adview		160199	120
ab176a00	apple		125910	3
ab176a00	huyi2		3055	4
ab3a46e4	admob		46151	3
ab3a46e4	apple		132099	22
ab3a46e4	baidu		38226	17
ab3a46e4	cbsi		10839	9
ab3a46e4	doubleclick		105607	5
ab3a46e4	faad		1142	1
ab3a46e4	flurry		25712	11
ab3a46e4	gamegor		7456	1
ab3a46e4	gameloft		24369	17
ab3a46e4	gamevibe		2248	1
ab3a46e4	google		604944	37
ab3a46e4	google-analytics		1435	1
ab3a46e4	gstatic		166722	2
ab3a46e4	mzstatic		112935	2
ab3a46e4	openclik		5778	2
ab3a46e4	outfit7		320717	8
ab3a46e4	pchome		526	12
ab3a46e4	punchbox		64562	24
ab3a46e4	qq		8770	6
ab3a46e4	sharedegg		2965	2
ab3a46e4	verisign		2562	1
ab3a46e4	yahooapis		1695	1
ab3a46e4	zol		437884	56
ab3a46e4	zol-img		1097976	159
ab6e9808	amazonaws		8216	2
ab6e9808	apple		53605	1
ab6e9808	flurry		5157	10
ab6e9808	localytics		3998	6
ab6e9808	qq		1488	1
ab806158	admob		1420	1
ab806158	apple		7064	2
ab806158	cloudfront		6143	1
ab806158	gtimg		36610	4
ab806158	instagram		158906	6
ab806158	qlogo		147265	8
ab806158	qpic		85427	6
ab806158	qq		1684154	119
ab806158	sina		5323437	610
ab806158	sinaimg		1037993	160
aba1e04f	apple		56772	2
aba1e04f	baidu		26033	5
aba1e04f	ctrip		35859	10
aba1e04f	edgesuite		90859	1
aba1e04f	google		30605	2
aba1e04f	itunes		1300	1
aba1e04f	meitu		5697	6
aba1e04f	meitudata		1061	1
aba1e04f	njau		5282	2
aba1e04f	qlogo		8775	1
aba1e04f	qpic		4840	1
aba1e04f	qq		76230	17
aba1e04f	qunar		5076	3
aba1e04f	rrimg		6375	1
aba1e04f	sina		912258	96
aba1e04f	sinaimg		332678	108
aba1e04f	uc		3410	1
aba1e04f	ucweb		63852	19
ac2e2dfb	qlogo		1255220	66
ac2e2dfb	qpic		795606	17
ac2e2dfb	qq		49101	5
acbdab47	apple		3500	1
acbdab47	baidu		147807	33
acbdab47	qq		25307	8
acbdab47	soso		5684	1
adc760b4	91		66471	9
adc760b4	91huo		1242	1
adc760b4	gtimg		2531	1
adc760b4	qlogo		9380	1
adc760b4	qq		16216	11
ade0c3bf	apple		92376	24
ade0c3bf	google		8930	7
ade0c3bf	monternet		1268	1
ade0c3bf	qlogo		24915	4
ade0c3bf	qpic		385632	15
ade0c3bf	qq		115664	23
aef9dbe3	adsmogo		5598	10
aef9dbe3	dianxinos		6156	4
aef9dbe3	doodlemobile		2063	3
aef9dbe3	dxsvr		26979	22
aef9dbe3	flurry		1035	2
aef9dbe3	iask		35720	2
aef9dbe3	monternet		1149	1
aef9dbe3	qq		26759	17
aef9dbe3	sina		269515	23
aef9dbe3	sinaimg		174546	16
af4f0b70	360		45280	9
af4f0b70	365rili		3219	1
af4f0b70	baidu		0	3
af4f0b70	gtimg		22476	7
af4f0b70	kuaipai		55033	26
af4f0b70	qpic		92097	12
af4f0b70	qq		364748	65
af4f0b70	sina		15246	1
af4f0b70	sinaimg		23720	3
af4f0b70	soso		20523	1
af4f0b70	uc		1766	1
af4f0b70	ucweb		14839	7
af4f0b70	weather		0	1
b0486187	163		32794	6
b0486187	baidu		494027	52
b0486187	cbsi		13198	6
b0486187	google-analytics		19428	1
b0486187	gpsonextra		2170949	78
b0486187	ifeng		1423	1
b0486187	netease		350445	5
b0486187	qq		65443	5
b0486187	rrimg		673806	20
b0486187	shenghuoyuansu		43103	4
b0486187	taobao		188119	21
b0486187	taobaocdn		18717	7
b0486187	tbcdn		16209	10
b0486187	tdimg		23052	3
b0486187	thinkmedia		1437	1
b0486187	xgo		25996	2
b0486187	xnimg		16015	1
b0486187	xnpic		4216	4
b0486187	xunlei		62819	2
b0486187	yahooapis		16263	1
b0486187	yigao		94559	5
b0486187	zol		116887	28
b0486187	zol-img		1524168	128
b04db4ac	25pp		144183	10
b04db4ac	52youtu		5681	6
b04db4ac	91		87402	8
b04db4ac	91rb		365894	4
b04db4ac	apple		3602	1
b04db4ac	apsalar		23704	14
b04db4ac	baidu		27783	34
b04db4ac	edgesuite		826971	1
b04db4ac	emoney		19071	4
b04db4ac	google-analytics		46255	12
b04db4ac	itunes		1300	1
b04db4ac	meitu		4572	5
b04db4ac	meitudata		1926	3
b04db4ac	qlogo		1680334	99
b04db4ac	qpic		1712262	70
b04db4ac	qq		304195	45
b04db4ac	tencent		2179	1
b04db4ac	umeng		3175	2
b04db4ac	wantu		18653	13
b04db4ac	weitu		135216	3
b04db4ac	yahooapis		2078	1
b04db4ac	zhaopin		905916	95
b184994c	91		396478	64
b184994c	apple		89485	20
b184994c	baidu		47707	9
b184994c	baidu-2img		9294	2
b184994c	baidu-img		28378	3
b184994c	battlenet		2587	2
b184994c	cnzz		28180	17
b184994c	qidian		129502	5
b184994c	qlogo		9620	1
b184994c	qq		207506	23
b184994c	shuoshuo520		140223	2
b184994c	sodu		35676	5
b184994c	ttzw		16643	2
b184994c	uc		2639	1
b184994c	ucweb		1879693	88
b184994c	zongheng		2651	1
b18aff0a	91		49079	17
b18aff0a	baidu		211464	6
b18aff0a	qiushibaike		50491	7
b18aff0a	qq		58106	11
b18aff0a	uc		26054	1
b18aff0a	uc123		2721	1
b18aff0a	ucweb		33211	7
b1b3850f	adwo		521699	156
b1b3850f	apple		3790	1
b1b3850f	ireadercity		1549	1
b1b3850f	miaozhen		46822	38
b1b3850f	mobileone		1219471	151
b1b3850f	qlogo		31952	8
b1b3850f	qpic		123991	7
b1b3850f	qq		210282	20
b1b3850f	umeng		19847	14
b1c46be3	amazonaws		1696	1
b1c46be3	apple		28650	4
b1c46be3	duowan		962	1
b1c46be3	edgesuite		63836	1
b1c46be3	flurry		30497	5
b1c46be3	itunes		1332	1
b1c46be3	localytics		3324	2
b229cfd3	sina		36888	8
b229cfd3	sinaimg		30484	9
b24ceedd	10086		67517	9
b24ceedd	139cm		41965	3
b259deb2	edgesuite		189931	1
b259deb2	itunes		1426	1
b28b45f1	126		5726	4
b28b45f1	163		120095	26
b28b45f1	61		11228	7
b28b45f1	apple		3388	1
b28b45f1	flurry		28223	11
b28b45f1	qlogo		39390	7
b28b45f1	qpic		91714	8
b28b45f1	qq		20741	10
b28b45f1	wali		3897	1
b3143f91	monternet		254798	2
b31c621a	edgesuite		849818	1
b31c621a	itunes		1445	1
b3de2308	apple		54089	1
b3de2308	eamobile		21028	7
b3de2308	google		827765	5
b3de2308	smte		10771	7
b3e34958	250y		17934	18
b3e34958	91		2558	2
b3e34958	adtilt		13212	4
b3e34958	apple		11639	3
b3e34958	dianping		111119	23
b3e34958	dpfile		651815	20
b3e34958	edgecastcdn		34474	6
b3e34958	edgesuite		825782	1
b3e34958	flurry		125751	1
b3e34958	google-analytics		51281	11
b3e34958	gtimg		22222	1
b3e34958	imglafaso		377684	17
b3e34958	itunes		1300	1
b3e34958	lafaso		55902	12
b3e34958	lashou		1659479	51
b3e34958	lashouimg		1215054	10
b3e34958	qlogo		92651	9
b3e34958	qpic		42900	6
b3e34958	qq		707161	145
b3e34958	sinaimg		4072	1
b3e34958	taobao		414012	120
b3e34958	taobaocdn		2976964	55
b3e34958	umeng		1391	1
b3e34958	verisign		3963	1
b46d8688	10086		21319	2
b46d8688	17url		1733	1
b46d8688	baidu		132458	8
b46d8688	easou		351394	12
b46d8688	gtimg		42054	7
b46d8688	qlogo		3096	1
b46d8688	qpic		34311	1
b46d8688	qq		797696	43
b46d8688	soso		1603587	78
b46d8688	spbtraveler		22895	6
b46d8688	ucweb		134134	19
b46d8688	wapmv		12134	2
b49fd01a	dianxinos		1349	1
b49fd01a	doozii		5845	3
b49fd01a	dxsvr		2544	2
b49fd01a	moji001		15096	7
b49fd01a	qq		40135	1
b49fd01a	sogou		146138	12
b49fd01a	umeng		8142	6
b49fd01a	zdworks		3064	3
b4d6023f	appget		1417	1
b4d6023f	apple		143533	46
b4d6023f	doubleclick		3828	11
b4d6023f	edgesuite		62605	1
b4d6023f	flurry		25736	10
b4d6023f	itunes		1332	1
b4d6023f	meitu		1796	1
b4d6023f	meitudata		10214	6
b4d6023f	punchbox		43568	16
b4d6023f	qlogo		1138488	50
b4d6023f	qpic		4739483	121
b4d6023f	qq		36389	6
b4d6023f	rrimg		3631363	38
b4d6023f	sina		247169	33
b4d6023f	sinaimg		288850	26
b4d6023f	umeng		7860	4
b54c7ed6	qlogo		10043	1
b54c7ed6	qpic		47412	4
b54c7ed6	qq		244974	53
b54c7ed6	sina		885033	120
b54c7ed6	sinaimg		39942	5
b58e9d70	guoku		4014	2
b58e9d70	taobaocdn		765	1
b5dccb37	adwo		1074	1
b5dccb37	guohead		5977	3
b5dccb37	monternet		3902	4
b5dccb37	qpic		7505	1
b5dccb37	qq		14955	5
b607cfec	admob		52733	4
b607cfec	adsage		108523	42
b607cfec	adsmogo		83596	65
b607cfec	adwo		62886	8
b607cfec	apple		31058	4
b607cfec	baidu		50652	14
b607cfec	baidu-img		173000	29
b607cfec	domob		31434	10
b607cfec	doubleclick		147892	19
b607cfec	flurry		30894	20
b607cfec	google		28502	1
b607cfec	miaozhen		2905	2
b607cfec	mobileone		511374	27
b607cfec	sina		850410	104
b607cfec	sinaimg		460837	86
b607cfec	uc		4397	2
b607cfec	ucweb		111336	4
b607cfec	uyunad		42648	17
b607cfec	verisign		25030	6
b62b9d64	apple		17516	6
b62b9d64	gtimg		2098	1
b62b9d64	qq		4224	3
b62b9d64	sina		23292	2
b62b9d64	sinaimg		97043	4
b62b9d64	sinajs		262677	3
b631ab18	360		13073	2
b631ab18	37cs		22495	5
b631ab18	51		8907	3
b631ab18	52roushu		795230	32
b631ab18	acfun		174411	7
b631ab18	alimama		26432	3
b631ab18	amung		1753	14
b631ab18	apple		74994	13
b631ab18	baidu		3024037	322
b631ab18	bilibili		16286	5
b631ab18	cloudflare		79102	11
b631ab18	cnzz		63028	14
b631ab18	doubleclick		6252	1
b631ab18	google-analytics		9511	3
b631ab18	googleadsserving		2497	1
b631ab18	googlesyndication		5405	1
b631ab18	gravatar		164667	81
b631ab18	hexieshe		159177	12
b631ab18	irs01		2256	1
b631ab18	jiathis		9352	5
b631ab18	loli		164531	7
b631ab18	masadora		28865	5
b631ab18	mop		842735	64
b631ab18	mopimg		273123	61
b631ab18	photobucket		115676	5
b631ab18	qq		52284	10
b631ab18	rrimg		409046	4
b631ab18	scorecardresearch		8821	1
b631ab18	sina		8308	3
b631ab18	sinaimg		72505	11
b631ab18	twcczhu		27490	8
b631ab18	yahoo		37973	31
b631ab18	yahooapis		4015	1
b631ab18	yimg		44366	8
b631ab18	ykimg		145541	20
b631ab18	youku		660432	43
b6830ec4	56		118537	15
b6830ec4	56img		251613	9
b6830ec4	91		187443	17
b6830ec4	91rb		672370	34
b6830ec4	apple		109105	17
b6830ec4	edgesuite		62594	1
b6830ec4	ifeng		19353	3
b6830ec4	itunes		1337	1
b6830ec4	localytics		29100	12
b6830ec4	monternet		2568	2
b6830ec4	qlogo		109442	3
b6830ec4	qq		630152	177
b6830ec4	rrimg		389822	13
b6830ec4	tdimg		4309	1
b6830ec4	xnpic		13813	1
b752f4f4	yahooapis		6561	3
b771361f	amazonaws		1657	1
b771361f	apple		35179	16
b771361f	google		16797	1
b771361f	localytics		3560	2
b771361f	nexxstudio		220471	7
b771361f	qq		230827	24
b771361f	sina		1415381	112
b771361f	sinaimg		523330	117
b771361f	verisign		18181	7
b78bdb6c	a4		46013	19
b78bdb6c	appff		8159	5
b78bdb6c	beeline-i-london		28602	35
b78bdb6c	capcomcanada		45067	39
b78bdb6c	montemet		4223	3
b7e8b10c	91		77796	7
b7e8b10c	91rb		95219	2
b7e8b10c	cloudfront		100044	2
b7e8b10c	cnzz		17090	2
b7e8b10c	flurry		1648	1
b7e8b10c	google-analytics		20928	2
b7e8b10c	inmobi		6230	1
b7e8b10c	outfit7		755835	15
b7e8b10c	qlogo		52473	2
b7e8b10c	qpic		1182	1
b7e8b10c	qq		121882	31
b7e8b10c	youku		1110	1
b7e8b10c	youmi		5924	1
b8c62c50	51361		1387	1
b8c62c50	53kf		5766	4
b8c62c50	883aa		3885	3
b8c62c50	91		89360	10
b8c62c50	91694		2036	1
b8c62c50	91rb		338807	10
b8c62c50	baidu		1215214	106
b8c62c50	cnzz		8044	1
b8c62c50	flurry		4037	2
b8c62c50	gamevibe		2123	1
b8c62c50	maca26		257038	8
b8c62c50	punchbox		51831	14
b8c62c50	tudou		7437	4
b95f0638	baidu		156150	22
b95f0638	baidu-2img		8192	1
b95f0638	baidu-img		72554	24
b95f0638	monternet		1256	1
b95f0638	sina		7700776	341
b95f0638	sinaimg		456633	59
b95f0638	taobao		847937	139
b95f0638	taobaocdn		162199	6
b95f0638	uc		2469	1
b95f0638	ucweb		295413	8
b9610786	edgesuite		854878	1
b9610786	itunes		1345	1
b9610786	taobao		50102	19
b9610786	taobaocdn		329365	14
b9c8888f	apple		76596	9
b9c8888f	itc		173572	23
b9c8888f	montermet		1308	1
b9c8888f	qlogo		4444	1
b9c8888f	qq		2560	1
b9c8888f	sina		173159	32
b9c8888f	sinaimg		99220	13
b9c8888f	sohu		260862	42
b9c8888f	uc		2489	1
b9c8888f	ucweb		128418	7
b9c8888f	umeng		26617	19
bb45eacd	10086		16853	3
bb45eacd	25pp		289991	24
bb45eacd	admob		1428	1
bb45eacd	apple		29218	8
bb45eacd	flurry		25671	14
bb45eacd	iask		5220	4
bb45eacd	ko		959660	46
bb45eacd	mgspublic		20878	9
bb45eacd	qlogo		129349	7
bb45eacd	qpic		229576	9
bb45eacd	qq		4119487	128
bb45eacd	sina		50055	4
bb45eacd	sinaimg		73833	5
bb45eacd	ucweb		5390	1
bb6fcf12	10086		11325	1
bb6fcf12	gtimg		18397	5
bb6fcf12	qq		1123093	80
bba15df8	appads		5978	5
bba15df8	apple		7328	1
bba15df8	eamobile		7246	3
bba15df8	epicgames		1680	1
bba15df8	fluentmobile		1287	1
bba15df8	flurry		6067	4
bba15df8	google-analytics		1292	1
bba15df8	ijinshan		120728	98
bba15df8	j2play		1609	1
bba15df8	qlogo		6764	1
bba15df8	qpic		17611	1
bba15df8	qq		211090	19
bba15df8	verisign		5207	2
bbe7b64d	montemet		1256	1
bc1d6511	cmbchina		118347	8
bc1d6511	cnzz		8727	1
bc1d6511	ctrip		68406	2
bc1d6511	google		1295	1
bc1d6511	google-analytics		2993	1
bc1d6511	ifeng		14770	3
bc1d6511	qq		39075	1
bc1d6511	sogou		205791	14
bc1d6511	taobao		19966	15
bc1d6511	webscache		1206161	20
bc1d6511	wzdhz		80794	20
bc4b7bd9	apple		3293	3
bc4b7bd9	monternet		1328	1
bc4b7bd9	qq		45292	4
bd045499	apple		2184	1
bd045499	flurry		4345	2
bd045499	google		1498	1
bd045499	monternet		1264	1
bd045499	qlogo		119854	12
bd045499	qq		449963	11
bd045499	sina		312446	26
bd045499	zifei		67137	1
bd3aab57	360		4763	3
bd3aab57	41bar		4264	3
bd3aab57	admsg		62751	8
bd3aab57	adsmogo		6352	6
bd3aab57	anzhi		22492	2
bd3aab57	appmedia		3007	2
bd3aab57	baidu		338820	94
bd3aab57	cnzz		13413	3
bd3aab57	domob		25978	3
bd3aab57	douguo		164850	9
bd3aab57	dsqq		841235	66
bd3aab57	easou		6247	2
bd3aab57	elaw		37781	3
bd3aab57	etouch		6920	4
bd3aab57	goapk		50865	16
bd3aab57	google-analytics		22231	2
bd3aab57	jschina		147753	12
bd3aab57	kdnet		1212017	11
bd3aab57	manle		41413	15
bd3aab57	mapabc		1513	1
bd3aab57	meituan		221462	27
bd3aab57	moji001		360399	112
bd3aab57	moji002		3499	1
bd3aab57	njzq		131541	5
bd3aab57	palmtrends		69395	66
bd3aab57	qlogo		69326	7
bd3aab57	qq		468378	86
bd3aab57	soso		6213	2
bd3aab57	umeng		9316	6
bd3aab57	wap		2550	2
bd3aab57	webscache		556002	23
bd3aab57	youdao		123946	38
bd3aab57	youmi		22868	12
bd5d19f6	360		5637	4
bd5d19f6	91		87040	6
bd5d19f6	baidu		5349	1
bd5d19f6	dict		8758	4
bd5d19f6	easou		4443	1
bd5d19f6	google		101873	3
bd5d19f6	gpsonextra		276169	9
bd5d19f6	ifeng		28344	6
bd5d19f6	sogou		2977	1
bd5d19f6	uc		15661	5
bd5d19f6	uc123		4646	2
bd5d19f6	ucweb		1249853	121
bda29402	baidu		703053	47
bda29402	baidu-2img		27680	3
bda29402	qpic		4300	1
bda29402	qq		884859	43
bda29402	soso		87767	7
bda29402	spbtraveler		13745	4
bda29402	ttsim		3558	3
bda29402	ucweb		95673	7
bdd40327	3g		24826	5
bdd40327	acs86		83155	20
bdd40327	admarket		23169	11
bdd40327	baidu		187822	6
bdd40327	google		118631	3
bdd40327	iatu		1335	1
bdd40327	ifeng		4349308	341
bdd40327	moad		3444	2
bdd40327	sszxrj		15604	1
bdd40327	yiche		1496	1
be07d12c	10086		14815	4
be07d12c	360		23917	4
be07d12c	91		115895	14
be07d12c	google		1924	1
be07d12c	hidroid		1377	1
be07d12c	monternet		1152	1
be07d12c	qq		45289	1
be07d12c	sina		5198764	289
be07d12c	sinaimg		1217728	213
be07d12c	ttpod		3050	2
be07d12c	umeng		25050	16
bef34df6	qlogo		3524448	321
bef34df6	qpic		1003243	101
bef34df6	qq		42560	2
bfd3db84	adwhirl		7091	7
c01dc855	baidu		21333	4
c01dc855	jiepang		212825	149
c01dc855	qpic		401788	15
c01dc855	qq		976609	100
c024eb06	uc		7271	3
c068b689	51		8247	4
c068b689	ajiang		5073	3
c068b689	apple		31747	4
c068b689	baidu		3479	2
c068b689	google-analytics		18597	1
c068b689	monternet		1310	1
c068b689	qlogo		2547	1
c068b689	qpic		19635	2
c068b689	qq		214834	20
c068b689	shufujia		370216	7
c068b689	tianya		70427	11
c068b689	tianyaui		107738	14
c068b689	umeng		1674	1
c068b689	xcar		15474	7
c068b689	xcarimg		253931	4
c068b689	yahooapis		50197	11
c1605a70	10086		10063	2
c1605a70	edgesuite		825747	1
c1605a70	google		14656	1
c1605a70	inmobi		2911	1
c1605a70	itunes		1300	1
c1605a70	monterner		1758	1
c1605a70	qq		2589	1
c1605a70	sina		1015473	27
c1605a70	sinaimg		103424	7
c1aa0e70	2fishes		225864	17
c1aa0e70	apple		71296	4
c1aa0e70	happyelements		1585	1
c1aa0e70	verisign		7346	2
c1aa0e70	wooga		44035	37
c1aa0e70	woogamops		2374	2
c1c12fef	91		1342	1
c1c12fef	admob		17718	2
c1c12fef	apple		3388	1
c1c12fef	baidu		327715	32
c1c12fef	dianping		18534	3
c1c12fef	doubleclick		68657	2
c1c12fef	google-analytics		2219	1
c1c12fef	qlogo		11704	1
c1c12fef	qq		6617	5
c1c12fef	taobao		52559	19
c1c12fef	taobaocdn		118636	5
c247b2c5	admsg		30316	2
